"","date","age_group","gender","vaccine","public_or_private","dose_1","dose_2","id","dose_3"
"56",2021-01-11,"61 a 70","F","Sputnik","Público",3,0,NA,0
"57",2021-01-11,"61 a 70","M","Sputnik","Público",2,0,NA,0
"58",2021-01-12,"30 o menos","F","Sputnik","Privado",12,0,NA,0
"59",2021-01-12,"30 o menos","F","Sputnik","Público",145,0,NA,0
"60",2021-01-12,"30 o menos","F","Sputnik","Público nacional",33,0,NA,0
"61",2021-01-12,"30 o menos","M","Sputnik","Privado",8,0,NA,0
"62",2021-01-12,"30 o menos","M","Sputnik","Público",71,0,NA,0
"63",2021-01-12,"30 o menos","M","Sputnik","Público nacional",16,0,NA,0
"64",2021-01-12,"31 a 40","F","Sputnik","Privado",67,0,NA,0
"65",2021-01-12,"31 a 40","F","Sputnik","Público",266,0,NA,0
"66",2021-01-12,"31 a 40","F","Sputnik","Público nacional",56,0,NA,0
"67",2021-01-12,"31 a 40","M","Sputnik","Privado",48,0,NA,0
"68",2021-01-12,"31 a 40","M","Sputnik","Público",155,0,NA,0
"69",2021-01-12,"31 a 40","M","Sputnik","Público nacional",32,0,NA,0
"70",2021-01-12,"41 a 50","F","Sputnik","Privado",30,0,NA,0
"71",2021-01-12,"41 a 50","F","Sputnik","Público",229,0,NA,0
"72",2021-01-12,"41 a 50","F","Sputnik","Público nacional",31,0,NA,0
"73",2021-01-12,"41 a 50","M","Sputnik","Privado",27,0,NA,0
"74",2021-01-12,"41 a 50","M","Sputnik","Público",102,0,NA,0
"75",2021-01-12,"41 a 50","M","Sputnik","Público nacional",21,0,NA,0
"76",2021-01-12,"51 a 60","F","Sputnik","Privado",24,0,NA,0
"77",2021-01-12,"51 a 60","F","Sputnik","Público",175,0,NA,0
"78",2021-01-12,"51 a 60","F","Sputnik","Público nacional",22,0,NA,0
"79",2021-01-12,"51 a 60","M","Sputnik","Privado",13,0,NA,0
"80",2021-01-12,"51 a 60","M","Sputnik","Público",86,0,NA,0
"81",2021-01-12,"51 a 60","M","Sputnik","Público nacional",9,0,NA,0
"82",2021-01-12,"61 a 70","F","Sputnik","Privado",1,0,NA,0
"83",2021-01-12,"61 a 70","M","Sputnik","Público nacional",1,0,NA,0
"84",2021-01-13,"30 o menos","F","Sputnik","Privado",47,0,NA,0
"85",2021-01-13,"30 o menos","F","Sputnik","Público",114,0,NA,0
"86",2021-01-13,"30 o menos","F","Sputnik","Público nacional",18,0,NA,0
"87",2021-01-13,"30 o menos","M","Sputnik","Privado",30,0,NA,0
"88",2021-01-13,"30 o menos","M","Sputnik","Público",36,0,NA,0
"89",2021-01-13,"30 o menos","M","Sputnik","Público nacional",13,0,NA,0
"90",2021-01-13,"31 a 40","F","Sputnik","Privado",88,0,NA,0
"91",2021-01-13,"31 a 40","F","Sputnik","Público",194,0,NA,0
"92",2021-01-13,"31 a 40","F","Sputnik","Público nacional",41,0,NA,0
"93",2021-01-13,"31 a 40","M","Sputnik","Privado",53,0,NA,0
"94",2021-01-13,"31 a 40","M","Sputnik","Público",91,0,NA,0
"95",2021-01-13,"31 a 40","M","Sputnik","Público nacional",20,0,NA,0
"96",2021-01-13,"41 a 50","F","Sputnik","Privado",54,0,NA,0
"97",2021-01-13,"41 a 50","F","Sputnik","Público",148,0,NA,0
"98",2021-01-13,"41 a 50","F","Sputnik","Público nacional",32,0,NA,0
"99",2021-01-13,"41 a 50","M","Sputnik","Privado",21,0,NA,0
"100",2021-01-13,"41 a 50","M","Sputnik","Público",89,0,NA,0
"101",2021-01-13,"41 a 50","M","Sputnik","Público nacional",18,0,NA,0
"102",2021-01-13,"51 a 60","F","Sputnik","Privado",25,0,NA,0
"103",2021-01-13,"51 a 60","F","Sputnik","Público",115,0,NA,0
"104",2021-01-13,"51 a 60","F","Sputnik","Público nacional",14,0,NA,0
"105",2021-01-13,"51 a 60","M","Sputnik","Privado",15,0,NA,0
"106",2021-01-13,"51 a 60","M","Sputnik","Público",66,0,NA,0
"107",2021-01-13,"51 a 60","M","Sputnik","Público nacional",12,0,NA,0
"108",2021-01-13,"61 a 70","M","Sputnik","Público",1,0,NA,0
"109",2021-01-14,"30 o menos","F","Sputnik","Privado",80,0,NA,0
"110",2021-01-14,"30 o menos","F","Sputnik","Público",146,0,NA,0
"111",2021-01-14,"30 o menos","F","Sputnik","Público nacional",53,0,NA,0
"112",2021-01-14,"30 o menos","M","Sputnik","Privado",45,0,NA,0
"113",2021-01-14,"30 o menos","M","Sputnik","Público",98,0,NA,0
"114",2021-01-14,"30 o menos","M","Sputnik","Público nacional",26,0,NA,0
"115",2021-01-14,"31 a 40","F","Sputnik","Privado",161,0,NA,0
"116",2021-01-14,"31 a 40","F","Sputnik","Público",266,0,NA,0
"117",2021-01-14,"31 a 40","F","Sputnik","Público nacional",60,0,NA,0
"118",2021-01-14,"31 a 40","M","Sputnik","Privado",116,0,NA,0
"119",2021-01-14,"31 a 40","M","Sputnik","Público",135,0,NA,0
"120",2021-01-14,"31 a 40","M","Sputnik","Público nacional",41,0,NA,0
"121",2021-01-14,"41 a 50","F","Sputnik","Privado",117,0,NA,0
"122",2021-01-14,"41 a 50","F","Sputnik","Público",235,0,NA,0
"123",2021-01-14,"41 a 50","F","Sputnik","Público nacional",42,0,NA,0
"124",2021-01-14,"41 a 50","M","Sputnik","Privado",50,0,NA,0
"125",2021-01-14,"41 a 50","M","Sputnik","Público",138,0,NA,0
"126",2021-01-14,"41 a 50","M","Sputnik","Público nacional",28,0,NA,0
"127",2021-01-14,"51 a 60","F","Sputnik","Privado",54,0,NA,0
"128",2021-01-14,"51 a 60","F","Sputnik","Público",173,0,NA,0
"129",2021-01-14,"51 a 60","F","Sputnik","Público nacional",27,0,NA,0
"130",2021-01-14,"51 a 60","M","Sputnik","Privado",27,0,NA,0
"131",2021-01-14,"51 a 60","M","Sputnik","Público",82,0,NA,0
"132",2021-01-14,"51 a 60","M","Sputnik","Público nacional",12,0,NA,0
"133",2021-01-14,"61 a 70","F","Sputnik","Público",1,0,NA,0
"134",2021-01-15,"30 o menos","F","Sputnik","Privado",157,0,NA,0
"135",2021-01-15,"30 o menos","F","Sputnik","Público",256,0,NA,0
"136",2021-01-15,"30 o menos","F","Sputnik","Público nacional",37,0,NA,0
"137",2021-01-15,"30 o menos","M","Sputnik","Privado",69,0,NA,0
"138",2021-01-15,"30 o menos","M","Sputnik","Público",130,0,NA,0
"139",2021-01-15,"30 o menos","M","Sputnik","Público nacional",16,0,NA,0
"140",2021-01-15,"31 a 40","F","Sputnik","Privado",251,0,NA,0
"141",2021-01-15,"31 a 40","F","Sputnik","Público",469,0,NA,0
"142",2021-01-15,"31 a 40","F","Sputnik","Público nacional",50,0,NA,0
"143",2021-01-15,"31 a 40","M","Sputnik","Privado",160,0,NA,0
"144",2021-01-15,"31 a 40","M","Sputnik","Público",278,0,NA,0
"145",2021-01-15,"31 a 40","M","Sputnik","Público nacional",27,0,NA,0
"146",2021-01-15,"41 a 50","F","Sputnik","Privado",165,0,NA,0
"147",2021-01-15,"41 a 50","F","Sputnik","Público",396,0,NA,0
"148",2021-01-15,"41 a 50","F","Sputnik","Público nacional",51,0,NA,0
"149",2021-01-15,"41 a 50","M","Sputnik","Privado",95,0,NA,0
"150",2021-01-15,"41 a 50","M","Sputnik","Público",180,0,NA,0
"151",2021-01-15,"41 a 50","M","Sputnik","Público nacional",31,0,NA,0
"152",2021-01-15,"51 a 60","F","Sputnik","Privado",72,0,NA,0
"153",2021-01-15,"51 a 60","F","Sputnik","Público",283,0,NA,0
"154",2021-01-15,"51 a 60","F","Sputnik","Público nacional",27,0,NA,0
"155",2021-01-15,"51 a 60","M","Sputnik","Privado",48,0,NA,0
"156",2021-01-15,"51 a 60","M","Sputnik","Público",146,0,NA,0
"157",2021-01-15,"51 a 60","M","Sputnik","Público nacional",12,0,NA,0
"158",2021-01-15,"61 a 70","F","Sputnik","Privado",2,0,NA,0
"159",2021-01-15,"61 a 70","F","Sputnik","Público",1,0,NA,0
"160",2021-01-16,"30 o menos","F","Sputnik","Privado",41,0,NA,0
"161",2021-01-16,"30 o menos","F","Sputnik","Público",99,0,NA,0
"162",2021-01-16,"30 o menos","F","Sputnik","Público nacional",13,0,NA,0
"163",2021-01-16,"30 o menos","M","Sputnik","Privado",21,0,NA,0
"164",2021-01-16,"30 o menos","M","Sputnik","Público",68,0,NA,0
"165",2021-01-16,"30 o menos","M","Sputnik","Público nacional",7,0,NA,0
"166",2021-01-16,"31 a 40","F","Sputnik","Privado",95,0,NA,0
"167",2021-01-16,"31 a 40","F","Sputnik","Público",205,0,NA,0
"168",2021-01-16,"31 a 40","F","Sputnik","Público nacional",27,0,NA,0
"169",2021-01-16,"31 a 40","M","Sputnik","Privado",56,0,NA,0
"170",2021-01-16,"31 a 40","M","Sputnik","Público",101,0,NA,0
"171",2021-01-16,"31 a 40","M","Sputnik","Público nacional",19,0,NA,0
"172",2021-01-16,"41 a 50","F","Sputnik","Privado",35,0,NA,0
"173",2021-01-16,"41 a 50","F","Sputnik","Público",189,0,NA,0
"174",2021-01-16,"41 a 50","F","Sputnik","Público nacional",18,0,NA,0
"175",2021-01-16,"41 a 50","M","Sputnik","Privado",20,0,NA,0
"176",2021-01-16,"41 a 50","M","Sputnik","Público",96,0,NA,0
"177",2021-01-16,"41 a 50","M","Sputnik","Público nacional",5,0,NA,0
"178",2021-01-16,"51 a 60","F","Sputnik","Privado",22,0,NA,0
"179",2021-01-16,"51 a 60","F","Sputnik","Público",102,0,NA,0
"180",2021-01-16,"51 a 60","F","Sputnik","Público nacional",8,0,NA,0
"181",2021-01-16,"51 a 60","M","Sputnik","Privado",16,0,NA,0
"182",2021-01-16,"51 a 60","M","Sputnik","Público",61,0,NA,0
"183",2021-01-16,"51 a 60","M","Sputnik","Público nacional",5,0,NA,0
"184",2021-01-17,"30 o menos","F","Sputnik","Privado",49,0,NA,0
"185",2021-01-17,"30 o menos","F","Sputnik","Público",36,0,NA,0
"186",2021-01-17,"30 o menos","F","Sputnik","Público nacional",8,0,NA,0
"187",2021-01-17,"30 o menos","M","Sputnik","Privado",24,0,NA,0
"188",2021-01-17,"30 o menos","M","Sputnik","Público",25,0,NA,0
"189",2021-01-17,"30 o menos","M","Sputnik","Público nacional",17,0,NA,0
"190",2021-01-17,"31 a 40","F","Sputnik","Privado",96,0,NA,0
"191",2021-01-17,"31 a 40","F","Sputnik","Público",107,0,NA,0
"192",2021-01-17,"31 a 40","F","Sputnik","Público nacional",11,0,NA,0
"193",2021-01-17,"31 a 40","M","Sputnik","Privado",40,0,NA,0
"194",2021-01-17,"31 a 40","M","Sputnik","Público",60,0,NA,0
"195",2021-01-17,"31 a 40","M","Sputnik","Público nacional",13,0,NA,0
"196",2021-01-17,"41 a 50","F","Sputnik","Privado",40,0,NA,0
"197",2021-01-17,"41 a 50","F","Sputnik","Público",100,0,NA,0
"198",2021-01-17,"41 a 50","F","Sputnik","Público nacional",13,0,NA,0
"199",2021-01-17,"41 a 50","M","Sputnik","Privado",20,0,NA,0
"200",2021-01-17,"41 a 50","M","Sputnik","Público",41,0,NA,0
"201",2021-01-17,"41 a 50","M","Sputnik","Público nacional",11,0,NA,0
"202",2021-01-17,"51 a 60","F","Sputnik","Privado",16,0,NA,0
"203",2021-01-17,"51 a 60","F","Sputnik","Público",59,0,NA,0
"204",2021-01-17,"51 a 60","F","Sputnik","Público nacional",9,0,NA,0
"205",2021-01-17,"51 a 60","M","Sputnik","Privado",10,0,NA,0
"206",2021-01-17,"51 a 60","M","Sputnik","Público",23,0,NA,0
"207",2021-01-17,"51 a 60","M","Sputnik","Público nacional",1,0,NA,0
"208",2021-01-18,"30 o menos","F","Sputnik","Privado",6,0,NA,0
"209",2021-01-18,"30 o menos","F","Sputnik","Público",31,0,NA,0
"210",2021-01-18,"30 o menos","F","Sputnik","Público nacional",17,0,NA,0
"211",2021-01-18,"30 o menos","M","Sputnik","Privado",4,0,NA,0
"212",2021-01-18,"30 o menos","M","Sputnik","Público",15,0,NA,0
"213",2021-01-18,"30 o menos","M","Sputnik","Público nacional",9,0,NA,0
"214",2021-01-18,"31 a 40","F","Sputnik","Privado",25,0,NA,0
"215",2021-01-18,"31 a 40","F","Sputnik","Público",51,0,NA,0
"216",2021-01-18,"31 a 40","F","Sputnik","Público nacional",28,0,NA,0
"217",2021-01-18,"31 a 40","M","Sputnik","Privado",10,0,NA,0
"218",2021-01-18,"31 a 40","M","Sputnik","Público",36,0,NA,0
"219",2021-01-18,"31 a 40","M","Sputnik","Público nacional",15,0,NA,0
"220",2021-01-18,"41 a 50","F","Sputnik","Privado",17,0,NA,0
"221",2021-01-18,"41 a 50","F","Sputnik","Público",60,0,NA,0
"222",2021-01-18,"41 a 50","F","Sputnik","Público nacional",26,0,NA,0
"223",2021-01-18,"41 a 50","M","Sputnik","Privado",17,0,NA,0
"224",2021-01-18,"41 a 50","M","Sputnik","Público",28,0,NA,0
"225",2021-01-18,"41 a 50","M","Sputnik","Público nacional",11,0,NA,0
"226",2021-01-18,"51 a 60","F","Sputnik","Privado",12,0,NA,0
"227",2021-01-18,"51 a 60","F","Sputnik","Público",32,0,NA,0
"228",2021-01-18,"51 a 60","F","Sputnik","Público nacional",11,0,NA,0
"229",2021-01-18,"51 a 60","M","Sputnik","Privado",10,0,NA,0
"230",2021-01-18,"51 a 60","M","Sputnik","Público",24,0,NA,0
"231",2021-01-18,"51 a 60","M","Sputnik","Público nacional",9,0,NA,0
"232",2021-01-19,"30 o menos","F","Sputnik","Privado",13,0,NA,0
"233",2021-01-19,"30 o menos","F","Sputnik","Público",29,24,NA,0
"234",2021-01-19,"30 o menos","F","Sputnik","Público nacional",1,0,NA,0
"235",2021-01-19,"30 o menos","M","Sputnik","Privado",5,0,NA,0
"236",2021-01-19,"30 o menos","M","Sputnik","Público",14,15,NA,0
"237",2021-01-19,"30 o menos","M","Sputnik","Público nacional",2,0,NA,0
"238",2021-01-19,"31 a 40","F","Sputnik","Privado",37,0,NA,0
"239",2021-01-19,"31 a 40","F","Sputnik","Público",62,70,NA,0
"240",2021-01-19,"31 a 40","M","Sputnik","Privado",13,0,NA,0
"241",2021-01-19,"31 a 40","M","Sputnik","Público",25,41,NA,0
"242",2021-01-19,"31 a 40","M","Sputnik","Público nacional",2,0,NA,0
"243",2021-01-19,"41 a 50","F","Sputnik","Privado",20,0,NA,0
"244",2021-01-19,"41 a 50","F","Sputnik","Público",46,76,NA,0
"245",2021-01-19,"41 a 50","F","Sputnik","Público nacional",3,0,NA,0
"246",2021-01-19,"41 a 50","M","Sputnik","Privado",9,0,NA,0
"247",2021-01-19,"41 a 50","M","Sputnik","Público",33,50,NA,0
"248",2021-01-19,"41 a 50","M","Sputnik","Público nacional",2,0,NA,0
"249",2021-01-19,"51 a 60","F","Sputnik","Privado",8,0,NA,0
"250",2021-01-19,"51 a 60","F","Sputnik","Público",34,44,NA,0
"251",2021-01-19,"51 a 60","F","Sputnik","Público nacional",1,0,NA,0
"252",2021-01-19,"51 a 60","M","Sputnik","Privado",9,0,NA,0
"253",2021-01-19,"51 a 60","M","Sputnik","Público",30,31,NA,0
"254",2021-01-19,"51 a 60","M","Sputnik","Público nacional",1,0,NA,0
"255",2021-01-19,"61 a 70","F","Sputnik","Público",0,1,NA,0
"256",2021-01-19,"61 a 70","M","Sputnik","Público",0,2,NA,0
"257",2021-01-20,"30 o menos","F","Sputnik","Privado",13,0,NA,0
"258",2021-01-20,"30 o menos","F","Sputnik","Público",11,63,NA,0
"259",2021-01-20,"30 o menos","F","Sputnik","Público nacional",8,0,NA,0
"260",2021-01-20,"30 o menos","M","Sputnik","Privado",3,0,NA,0
"261",2021-01-20,"30 o menos","M","Sputnik","Público",2,24,NA,0
"262",2021-01-20,"30 o menos","M","Sputnik","Público nacional",2,0,NA,0
"263",2021-01-20,"31 a 40","F","Sputnik","Privado",17,0,NA,0
"264",2021-01-20,"31 a 40","F","Sputnik","Público",22,105,NA,0
"265",2021-01-20,"31 a 40","F","Sputnik","Público nacional",6,0,NA,0
"266",2021-01-20,"31 a 40","M","Sputnik","Privado",8,0,NA,0
"267",2021-01-20,"31 a 40","M","Sputnik","Público",13,82,NA,0
"268",2021-01-20,"31 a 40","M","Sputnik","Público nacional",6,0,NA,0
"269",2021-01-20,"41 a 50","F","Sputnik","Privado",19,0,NA,0
"270",2021-01-20,"41 a 50","F","Sputnik","Público",23,104,NA,0
"271",2021-01-20,"41 a 50","F","Sputnik","Público nacional",11,0,NA,0
"272",2021-01-20,"41 a 50","M","Sputnik","Privado",5,0,NA,0
"273",2021-01-20,"41 a 50","M","Sputnik","Público",8,66,NA,0
"274",2021-01-20,"41 a 50","M","Sputnik","Público nacional",8,0,NA,0
"275",2021-01-20,"51 a 60","F","Sputnik","Privado",12,0,NA,0
"276",2021-01-20,"51 a 60","F","Sputnik","Público",6,69,NA,0
"277",2021-01-20,"51 a 60","F","Sputnik","Público nacional",11,0,NA,0
"278",2021-01-20,"51 a 60","M","Sputnik","Privado",5,0,NA,0
"279",2021-01-20,"51 a 60","M","Sputnik","Público",8,46,NA,0
"280",2020-12-29,"30 o menos","F","Sputnik","Público",68,0,NA,0
"281",2020-12-29,"30 o menos","M","Sputnik","Público",38,0,NA,0
"282",2020-12-29,"31 a 40","F","Sputnik","Público",125,0,NA,0
"283",2020-12-29,"31 a 40","M","Sputnik","Público",93,0,NA,0
"284",2020-12-29,"41 a 50","F","Sputnik","Público",133,0,NA,0
"285",2020-12-29,"41 a 50","M","Sputnik","Público",79,0,NA,0
"286",2020-12-29,"51 a 60","F","Sputnik","Público",83,0,NA,0
"287",2020-12-29,"51 a 60","M","Sputnik","Público",49,0,NA,0
"288",2020-12-29,"61 a 70","F","Sputnik","Público",2,0,NA,0
"289",2020-12-29,"61 a 70","M","Sputnik","Público",1,0,NA,0
"290",2020-12-30,"30 o menos","F","Sputnik","Público",99,0,NA,0
"291",2020-12-30,"30 o menos","M","Sputnik","Público",45,0,NA,0
"292",2020-12-30,"31 a 40","F","Sputnik","Público",141,0,NA,0
"293",2020-12-30,"31 a 40","M","Sputnik","Público",107,0,NA,0
"294",2020-12-30,"41 a 50","F","Sputnik","Público",150,0,NA,0
"295",2020-12-30,"41 a 50","M","Sputnik","Público",90,0,NA,0
"296",2020-12-30,"51 a 60","F","Sputnik","Público",91,0,NA,0
"297",2020-12-30,"51 a 60","M","Sputnik","Público",56,0,NA,0
"298",2020-12-30,"61 a 70","F","Sputnik","Público",1,0,NA,0
"299",2020-12-30,"61 a 70","M","Sputnik","Público",2,0,NA,0
"300",2020-12-31,"30 o menos","F","Sputnik","Público",3,0,NA,0
"301",2020-12-31,"30 o menos","M","Sputnik","Público",7,0,NA,0
"302",2020-12-31,"31 a 40","F","Sputnik","Público",16,0,NA,0
"303",2020-12-31,"31 a 40","M","Sputnik","Público",12,0,NA,0
"304",2020-12-31,"41 a 50","F","Sputnik","Público",16,0,NA,0
"305",2020-12-31,"41 a 50","M","Sputnik","Público",12,0,NA,0
"306",2020-12-31,"51 a 60","F","Sputnik","Público",8,0,NA,0
"307",2020-12-31,"51 a 60","M","Sputnik","Público",6,0,NA,0
"308",2020-12-31,"61 a 70","F","Sputnik","Público",1,0,NA,0
"309",2021-01-02,"30 o menos","F","Sputnik","Público",28,0,NA,0
"310",2021-01-02,"30 o menos","M","Sputnik","Público",14,0,NA,0
"311",2021-01-02,"31 a 40","F","Sputnik","Público",95,0,NA,0
"312",2021-01-02,"31 a 40","M","Sputnik","Público",54,0,NA,0
"313",2021-01-02,"41 a 50","F","Sputnik","Público",66,0,NA,0
"314",2021-01-02,"41 a 50","M","Sputnik","Público",47,0,NA,0
"315",2021-01-02,"51 a 60","F","Sputnik","Público",52,0,NA,0
"316",2021-01-02,"51 a 60","M","Sputnik","Público",24,0,NA,0
"317",2021-01-02,"61 a 70","F","Sputnik","Público",1,0,NA,0
"318",2021-01-02,"61 a 70","M","Sputnik","Público",1,0,NA,0
"319",2021-01-03,"30 o menos","F","Sputnik","Público",14,0,NA,0
"320",2021-01-03,"30 o menos","M","Sputnik","Público",8,0,NA,0
"321",2021-01-03,"31 a 40","F","Sputnik","Público",41,0,NA,0
"322",2021-01-03,"31 a 40","M","Sputnik","Público",22,0,NA,0
"323",2021-01-03,"41 a 50","F","Sputnik","Público",28,0,NA,0
"324",2021-01-03,"41 a 50","M","Sputnik","Público",11,0,NA,0
"325",2021-01-03,"51 a 60","F","Sputnik","Público",16,0,NA,0
"326",2021-01-03,"51 a 60","M","Sputnik","Público",8,0,NA,0
"327",2021-01-04,"30 o menos","F","Sputnik","Privado",10,0,NA,0
"328",2021-01-04,"30 o menos","F","Sputnik","Público",77,0,NA,0
"329",2021-01-04,"30 o menos","F","Sputnik","Público nacional",4,0,NA,0
"330",2021-01-04,"30 o menos","M","Sputnik","Privado",6,0,NA,0
"331",2021-01-04,"30 o menos","M","Sputnik","Público",50,0,NA,0
"332",2021-01-04,"30 o menos","M","Sputnik","Público nacional",1,0,NA,0
"333",2021-01-04,"31 a 40","F","Sputnik","Privado",15,0,NA,0
"334",2021-01-04,"31 a 40","F","Sputnik","Público",164,0,NA,0
"335",2021-01-04,"31 a 40","F","Sputnik","Público nacional",9,0,NA,0
"336",2021-01-04,"31 a 40","M","Sputnik","Privado",9,0,NA,0
"337",2021-01-04,"31 a 40","M","Sputnik","Público",89,0,NA,0
"338",2021-01-04,"31 a 40","M","Sputnik","Público nacional",5,0,NA,0
"339",2021-01-04,"41 a 50","F","Sputnik","Privado",10,0,NA,0
"340",2021-01-04,"41 a 50","F","Sputnik","Público",140,0,NA,0
"341",2021-01-04,"41 a 50","F","Sputnik","Público nacional",3,0,NA,0
"342",2021-01-04,"41 a 50","M","Sputnik","Privado",4,0,NA,0
"343",2021-01-04,"41 a 50","M","Sputnik","Público",83,0,NA,0
"344",2021-01-04,"41 a 50","M","Sputnik","Público nacional",5,0,NA,0
"345",2021-01-04,"51 a 60","F","Sputnik","Privado",4,0,NA,0
"346",2021-01-04,"51 a 60","F","Sputnik","Público",86,0,NA,0
"347",2021-01-04,"51 a 60","F","Sputnik","Público nacional",2,0,NA,0
"348",2021-01-04,"51 a 60","M","Sputnik","Privado",2,0,NA,0
"349",2021-01-04,"51 a 60","M","Sputnik","Público",64,0,NA,0
"350",2021-01-04,"51 a 60","M","Sputnik","Público nacional",1,0,NA,0
"351",2021-01-04,"61 a 70","M","Sputnik","Privado",1,0,NA,0
"352",2021-01-05,"30 o menos","F","Sputnik","Privado",29,0,NA,0
"353",2021-01-05,"30 o menos","F","Sputnik","Público",83,0,NA,0
"354",2021-01-05,"30 o menos","F","Sputnik","Público nacional",16,0,NA,0
"355",2021-01-05,"30 o menos","M","Sputnik","Privado",14,0,NA,0
"356",2021-01-05,"30 o menos","M","Sputnik","Público",51,0,NA,0
"357",2021-01-05,"30 o menos","M","Sputnik","Público nacional",4,0,NA,0
"358",2021-01-05,"31 a 40","F","Sputnik","Privado",56,0,NA,0
"359",2021-01-05,"31 a 40","F","Sputnik","Público",158,0,NA,0
"360",2021-01-05,"31 a 40","F","Sputnik","Público nacional",28,0,NA,0
"361",2021-01-05,"31 a 40","M","Sputnik","Privado",44,0,NA,0
"362",2021-01-05,"31 a 40","M","Sputnik","Público",142,0,NA,0
"363",2021-01-05,"31 a 40","M","Sputnik","Público nacional",10,0,NA,0
"364",2021-01-05,"41 a 50","F","Sputnik","Privado",28,0,NA,0
"365",2021-01-05,"41 a 50","F","Sputnik","Público",164,0,NA,0
